year,age,gender,educational_attainment_4_groups,population
2001,24,Male,No schooling/less than primary,70594
2001,24,Male,Primary,160627
2001,24,Male,Secondary,133090
2001,24,Male,Higher,30297
2001,24,Male,Unspecified,0
2001,24,Male,Not applicable,0
2001,24,Female,No schooling/less than primary,65985
2001,24,Female,Primary,172328
2001,24,Female,Secondary,141512
2001,24,Female,Higher,38630
2001,24,Female,Unspecified,0
2001,24,Female,Not applicable,0
2001,25,Male,No schooling/less than primary,72299
2001,25,Male,Primary,154519
2001,25,Male,Secondary,132907
2001,25,Male,Higher,34491
2001,25,Male,Unspecified,0
2001,25,Male,Not applicable,0
2001,25,Female,No schooling/less than primary,69782
2001,25,Female,Primary,168120
2001,25,Female,Secondary,141281
2001,25,Female,Higher,42174
2001,25,Female,Unspecified,0
2001,25,Female,Not applicable,0
2001,26,Male,No schooling/less than primary,76667
2001,26,Male,Primary,154026
2001,26,Male,Secondary,129091
2001,26,Male,Higher,34954
2001,26,Male,Unspecified,0
2001,26,Male,Not applicable,0
2001,26,Female,No schooling/less than primary,74330
2001,26,Female,Primary,166015
2001,26,Female,Secondary,135439
2001,26,Female,Higher,42167
2001,26,Female,Unspecified,0
2001,26,Female,Not applicable,0
2001,27,Male,No schooling/less than primary,74347
2001,27,Male,Primary,144842
2001,27,Male,Secondary,120915
2001,27,Male,Higher,35497
2001,27,Male,Unspecified,0
2001,27,Male,Not applicable,0
2001,27,Female,No schooling/less than primary,74954
2001,27,Female,Primary,158246
2001,27,Female,Secondary,127103
2001,27,Female,Higher,43074
2001,27,Female,Unspecified,0
2001,27,Female,Not applicable,0
2001,28,Male,No schooling/less than primary,74872
2001,28,Male,Primary,138162
2001,28,Male,Secondary,111694
2001,28,Male,Higher,35548
2001,28,Male,Unspecified,0
2001,28,Male,Not applicable,0
2001,28,Female,No schooling/less than primary,77645
2001,28,Female,Primary,153181
2001,28,Female,Secondary,117320
2001,28,Female,Higher,42646
2001,28,Female,Unspecified,0
2001,28,Female,Not applicable,0
2001,29,Male,No schooling/less than primary,82104
2001,29,Male,Primary,143476
2001,29,Male,Secondary,111498
2001,29,Male,Higher,37215
2001,29,Male,Unspecified,0
2001,29,Male,Not applicable,0
2001,29,Female,No schooling/less than primary,85947
2001,29,Female,Primary,156879
2001,29,Female,Secondary,115039
2001,29,Female,Higher,44470
2001,29,Female,Unspecified,0
2001,29,Female,Not applicable,0
2001,30,Male,No schooling/less than primary,72034
2001,30,Male,Primary,120048
2001,30,Male,Secondary,94732
2001,30,Male,Higher,35751
2001,30,Male,Unspecified,0
2001,30,Male,Not applicable,0
2001,30,Female,No schooling/less than primary,77186
2001,30,Female,Primary,131435
2001,30,Female,Secondary,96350
2001,30,Female,Higher,41721
2001,30,Female,Unspecified,0
2001,30,Female,Not applicable,0
2001,31,Male,No schooling/less than primary,87320
2001,31,Male,Primary,137589
2001,31,Male,Secondary,95641
2001,31,Male,Higher,36734
2001,31,Male,Unspecified,0
2001,31,Male,Not applicable,0
2001,31,Female,No schooling/less than primary,93863
2001,31,Female,Primary,150165
2001,31,Female,Secondary,95833
2001,31,Female,Higher,42114
2001,31,Female,Unspecified,0
2001,31,Female,Not applicable,0
2001,32,Male,No schooling/less than primary,81393
2001,32,Male,Primary,123397
2001,32,Male,Secondary,81950
2001,32,Male,Higher,34306
2001,32,Male,Unspecified,0
2001,32,Male,Not applicable,0
2001,32,Female,No schooling/less than primary,92467
2001,32,Female,Primary,142706
2001,32,Female,Secondary,84822
2001,32,Female,Higher,39433
2001,32,Female,Unspecified,0
2001,32,Female,Not applicable,0
2001,33,Male,No schooling/less than primary,83490
2001,33,Male,Primary,123746
2001,33,Male,Secondary,76960
2001,33,Male,Higher,33796
2001,33,Male,Unspecified,0
2001,33,Male,Not applicable,0
2001,33,Female,No schooling/less than primary,94488
2001,33,Female,Primary,141346
2001,33,Female,Secondary,77500
2001,33,Female,Higher,38383
2001,33,Female,Unspecified,0
2001,33,Female,Not applicable,0
2001,34,Male,No schooling/less than primary,71171
2001,34,Male,Primary,107206
2001,34,Male,Secondary,65290
2001,34,Male,Higher,31935
2001,34,Male,Unspecified,0
2001,34,Male,Not applicable,0
2001,34,Female,No schooling/less than primary,81824
2001,34,Female,Primary,122634
2001,34,Female,Secondary,66516
2001,34,Female,Higher,35623
2001,34,Female,Unspecified,0
2001,34,Female,Not applicable,0
2001,35,Male,No schooling/less than primary,83876
2001,35,Male,Primary,111849
2001,35,Male,Secondary,61551
2001,35,Male,Higher,31423
2001,35,Male,Unspecified,0
2001,35,Male,Not applicable,0
2001,35,Female,No schooling/less than primary,99700
2001,35,Female,Primary,129856
2001,35,Female,Secondary,62515
2001,35,Female,Higher,34694
2001,35,Female,Unspecified,0
2001,35,Female,Not applicable,0
2001,36,Male,No schooling/less than primary,90878
2001,36,Male,Primary,116532
2001,36,Male,Secondary,57856
2001,36,Male,Higher,30540
2001,36,Male,Unspecified,0
2001,36,Male,Not applicable,0
2001,36,Female,No schooling/less than primary,109338
2001,36,Female,Primary,134898
2001,36,Female,Secondary,58528
2001,36,Female,Higher,32814
2001,36,Female,Unspecified,0
2001,36,Female,Not applicable,0
2001,37,Male,No schooling/less than primary,89749
2001,37,Male,Primary,113043
2001,37,Male,Secondary,53552
2001,37,Male,Higher,29367
2001,37,Male,Unspecified,0
2001,37,Male,Not applicable,0
2001,37,Female,No schooling/less than primary,109337
2001,37,Female,Primary,129384
2001,37,Female,Secondary,53555
2001,37,Female,Higher,30982
2001,37,Female,Unspecified,0
2001,37,Female,Not applicable,0
2001,38,Male,No schooling/less than primary,96425
2001,38,Male,Primary,114340
2001,38,Male,Secondary,50893
2001,38,Male,Higher,28960
2001,38,Male,Unspecified,0
2001,38,Male,Not applicable,0
2001,38,Female,No schooling/less than primary,119419
2001,38,Female,Primary,129924
2001,38,Female,Secondary,51696
2001,38,Female,Higher,30193
2001,38,Female,Unspecified,0
2001,38,Female,Not applicable,0
2001,39,Male,No schooling/less than primary,95880
2001,39,Male,Primary,108942
2001,39,Male,Secondary,47951
2001,39,Male,Higher,27901
2001,39,Male,Unspecified,0
2001,39,Male,Not applicable,0
2001,39,Female,No schooling/less than primary,116937
2001,39,Female,Primary,119977
2001,39,Female,Secondary,47655
2001,39,Female,Higher,28863
2001,39,Female,Unspecified,0
2001,39,Female,Not applicable,0
2001,40,Male,No schooling/less than primary,90133
2001,40,Male,Primary,96720
2001,40,Male,Secondary,44017
2001,40,Male,Higher,26809
2001,40,Male,Unspecified,0
2001,40,Male,Not applicable,0
2001,40,Female,No schooling/less than primary,107939
2001,40,Female,Primary,106779
2001,40,Female,Secondary,43902
2001,40,Female,Higher,27837
2001,40,Female,Unspecified,0
2001,40,Female,Not applicable,0
2001,41,Male,No schooling/less than primary,97854
2001,41,Male,Primary,102544
2001,41,Male,Secondary,42962
2001,41,Male,Higher,26517
2001,41,Male,Unspecified,0
2001,41,Male,Not applicable,0
2001,41,Female,No schooling/less than primary,119997
2001,41,Female,Primary,113830
2001,41,Female,Secondary,41462
2001,41,Female,Higher,27969
2001,41,Female,Unspecified,0
2001,41,Female,Not applicable,0
2001,42,Male,No schooling/less than primary,88382
2001,42,Male,Primary,89687
2001,42,Male,Secondary,36935
2001,42,Male,Higher,24308
2001,42,Male,Unspecified,0
2001,42,Male,Not applicable,0
2001,42,Female,No schooling/less than primary,114180
2001,42,Female,Primary,104870
2001,42,Female,Secondary,35643
2001,42,Female,Higher,25349
2001,42,Female,Unspecified,0
2001,42,Female,Not applicable,0
2001,43,Male,No schooling/less than primary,96432
2001,43,Male,Primary,93430
2001,43,Male,Secondary,34450
2001,43,Male,Higher,23337
2001,43,Male,Unspecified,0
2001,43,Male,Not applicable,0
2001,43,Female,No schooling/less than primary,117402
2001,43,Female,Primary,102058
2001,43,Female,Secondary,32582
2001,43,Female,Higher,24463
2001,43,Female,Unspecified,0
2001,43,Female,Not applicable,0
2001,44,Male,No schooling/less than primary,85061
2001,44,Male,Primary,82581
2001,44,Male,Secondary,30266
2001,44,Male,Higher,21208
2001,44,Male,Unspecified,0
2001,44,Male,Not applicable,0
2001,44,Female,No schooling/less than primary,101339
2001,44,Female,Primary,88063
2001,44,Female,Secondary,28262
2001,44,Female,Higher,21907
2001,44,Female,Unspecified,0
2001,44,Female,Not applicable,0
2001,45,Male,No schooling/less than primary,83149
2001,45,Male,Primary,77243
2001,45,Male,Secondary,28190
2001,45,Male,Higher,20339
2001,45,Male,Unspecified,0
2001,45,Male,Not applicable,0
2001,45,Female,No schooling/less than primary,104691
2001,45,Female,Primary,86459
2001,45,Female,Secondary,27283
2001,45,Female,Higher,20715
2001,45,Female,Unspecified,0
2001,45,Female,Not applicable,0
2001,46,Male,No schooling/less than primary,78090
2001,46,Male,Primary,68017
2001,46,Male,Secondary,24764
2001,46,Male,Higher,18628
2001,46,Male,Unspecified,0
2001,46,Male,Not applicable,0
2001,46,Female,No schooling/less than primary,100749
2001,46,Female,Primary,78637
2001,46,Female,Secondary,23823
2001,46,Female,Higher,18759
2001,46,Female,Unspecified,0
2001,46,Female,Not applicable,0
2001,47,Male,No schooling/less than primary,78961
2001,47,Male,Primary,67759
2001,47,Male,Secondary,23619
2001,47,Male,Higher,17547
2001,47,Male,Unspecified,0
2001,47,Male,Not applicable,0
2001,47,Female,No schooling/less than primary,100228
2001,47,Female,Primary,77527
2001,47,Female,Secondary,22804
2001,47,Female,Higher,17484
2001,47,Female,Unspecified,0
2001,47,Female,Not applicable,0
2001,48,Male,No schooling/less than primary,81541
2001,48,Male,Primary,65552
2001,48,Male,Secondary,22023
2001,48,Male,Higher,16595
2001,48,Male,Unspecified,0
2001,48,Male,Not applicable,0
2001,48,Female,No schooling/less than primary,105393
2001,48,Female,Primary,75883
2001,48,Female,Secondary,21845
2001,48,Female,Higher,16161
2001,48,Female,Unspecified,0
2001,48,Female,Not applicable,0
2001,49,Male,No schooling/less than primary,91175
2001,49,Male,Primary,66527
2001,49,Male,Secondary,21789
2001,49,Male,Higher,16094
2001,49,Male,Unspecified,0
2001,49,Male,Not applicable,0
2001,49,Female,No schooling/less than primary,110963
2001,49,Female,Primary,74391
2001,49,Female,Secondary,21065
2001,49,Female,Higher,14915
2001,49,Female,Unspecified,0
2001,49,Female,Not applicable,0
2001,50,Male,No schooling/less than primary,72791
2001,50,Male,Primary,52312
2001,50,Male,Secondary,19281
2001,50,Male,Higher,14627
2001,50,Male,Unspecified,0
2001,50,Male,Not applicable,0
2001,50,Female,No schooling/less than primary,92953
2001,50,Female,Primary,62326
2001,50,Female,Secondary,20110
2001,50,Female,Higher,14150
2001,50,Female,Unspecified,0
2001,50,Female,Not applicable,0
2001,51,Male,No schooling/less than primary,84326
2001,51,Male,Primary,57152
2001,51,Male,Secondary,19143
2001,51,Male,Higher,14324
2001,51,Male,Unspecified,0
2001,51,Male,Not applicable,0
2001,51,Female,No schooling/less than primary,98978
2001,51,Female,Primary,60358
2001,51,Female,Secondary,17773
2001,51,Female,Higher,11921
2001,51,Female,Unspecified,0
2001,51,Female,Not applicable,0
2001,52,Male,No schooling/less than primary,73201
2001,52,Male,Primary,50103
2001,52,Male,Secondary,17774
2001,52,Male,Higher,12932
2001,52,Male,Unspecified,0
2001,52,Male,Not applicable,0
2001,52,Female,No schooling/less than primary,89013
2001,52,Female,Primary,56175
2001,52,Female,Secondary,17168
2001,52,Female,Higher,11594
2001,52,Female,Unspecified,0
2001,52,Female,Not applicable,0
2001,53,Male,No schooling/less than primary,68913
2001,53,Male,Primary,47745
2001,53,Male,Secondary,16525
2001,53,Male,Higher,12551
2001,53,Male,Unspecified,0
2001,53,Male,Not applicable,0
2001,53,Female,No schooling/less than primary,83174
2001,53,Female,Primary,54215
2001,53,Female,Secondary,16779
2001,53,Female,Higher,10839
2001,53,Female,Unspecified,0
2001,53,Female,Not applicable,0
2001,54,Male,No schooling/less than primary,62824
2001,54,Male,Primary,44115
2001,54,Male,Secondary,16400
2001,54,Male,Higher,12461
2001,54,Male,Unspecified,0
2001,54,Male,Not applicable,0
2001,54,Female,No schooling/less than primary,75572
2001,54,Female,Primary,49028
2001,54,Female,Secondary,16082
2001,54,Female,Higher,10313
2001,54,Female,Unspecified,0
2001,54,Female,Not applicable,0
2001,55,Male,No schooling/less than primary,56057
2001,55,Male,Primary,38608
2001,55,Male,Secondary,14766
2001,55,Male,Higher,11141
2001,55,Male,Unspecified,0
2001,55,Male,Not applicable,0
2001,55,Female,No schooling/less than primary,69309
2001,55,Female,Primary,45407
2001,55,Female,Secondary,14855
2001,55,Female,Higher,9685
2001,55,Female,Unspecified,0
2001,55,Female,Not applicable,0
2001,56,Male,No schooling/less than primary,52914
2001,56,Male,Primary,36463
2001,56,Male,Secondary,14302
2001,56,Male,Higher,10166
2001,56,Male,Unspecified,0
2001,56,Male,Not applicable,0
2001,56,Female,No schooling/less than primary,68048
2001,56,Female,Primary,42590
2001,56,Female,Secondary,13703
2001,56,Female,Higher,8631
2001,56,Female,Unspecified,0
2001,56,Female,Not applicable,0
2001,57,Male,No schooling/less than primary,48420
2001,57,Male,Primary,31880
2001,57,Male,Secondary,12935
2001,57,Male,Higher,9535
2001,57,Male,Unspecified,0
2001,57,Male,Not applicable,0
2001,57,Female,No schooling/less than primary,62659
2001,57,Female,Primary,37905
2001,57,Female,Secondary,12672
2001,57,Female,Higher,8483
2001,57,Female,Unspecified,0
2001,57,Female,Not applicable,0
2001,58,Male,No schooling/less than primary,49735
2001,58,Male,Primary,31202
2001,58,Male,Secondary,12175
2001,58,Male,Higher,8762
2001,58,Male,Unspecified,0
2001,58,Male,Not applicable,0
2001,58,Female,No schooling/less than primary,65444
2001,58,Female,Primary,38408
2001,58,Female,Secondary,12037
2001,58,Female,Higher,7598
2001,58,Female,Unspecified,0
2001,58,Female,Not applicable,0
2001,59,Male,No schooling/less than primary,59992
2001,59,Male,Primary,33158
2001,59,Male,Secondary,11868
2001,59,Male,Higher,8244
2001,59,Male,Unspecified,0
2001,59,Male,Not applicable,0
2001,59,Female,No schooling/less than primary,77398
2001,59,Female,Primary,39832
2001,59,Female,Secondary,11334
2001,59,Female,Higher,6944
2001,59,Female,Unspecified,0
2001,59,Female,Not applicable,0
2001,60,Male,No schooling/less than primary,51782
2001,60,Male,Primary,26918
2001,60,Male,Secondary,10926
2001,60,Male,Higher,7918
2001,60,Male,Unspecified,0
2001,60,Male,Not applicable,0
2001,60,Female,No schooling/less than primary,74465
2001,60,Female,Primary,34481
2001,60,Female,Secondary,10754
2001,60,Female,Higher,6724
2001,60,Female,Unspecified,0
2001,60,Female,Not applicable,0
2001,61,Male,No schooling/less than primary,63195
2001,61,Male,Primary,29571
2001,61,Male,Secondary,10738
2001,61,Male,Higher,7525
2001,61,Male,Unspecified,0
2001,61,Male,Not applicable,0
2001,61,Female,No schooling/less than primary,105080
2001,61,Female,Primary,38502
2001,61,Female,Secondary,10568
2001,61,Female,Higher,6502
2001,61,Female,Unspecified,0
2001,61,Female,Not applicable,0
2001,62,Male,No schooling/less than primary,43322
2001,62,Male,Primary,23966
2001,62,Male,Secondary,9344
2001,62,Male,Higher,6884
2001,62,Male,Unspecified,0
2001,62,Male,Not applicable,0
2001,62,Female,No schooling/less than primary,72354
2001,62,Female,Primary,32475
2001,62,Female,Secondary,9785
2001,62,Female,Higher,5925
2001,62,Female,Unspecified,0
2001,62,Female,Not applicable,0
2001,63,Male,No schooling/less than primary,41109
2001,63,Male,Primary,23305
2001,63,Male,Secondary,9121
2001,63,Male,Higher,6122
2001,63,Male,Unspecified,0
2001,63,Male,Not applicable,0
2001,63,Female,No schooling/less than primary,66616
2001,63,Female,Primary,31026
2001,63,Female,Secondary,9359
2001,63,Female,Higher,5354
2001,63,Female,Unspecified,0
2001,63,Female,Not applicable,0
2001,64,Male,No schooling/less than primary,37722
2001,64,Male,Primary,21119
2001,64,Male,Secondary,8192
2001,64,Male,Higher,5731
2001,64,Male,Unspecified,0
2001,64,Male,Not applicable,0
2001,64,Female,No schooling/less than primary,59276
2001,64,Female,Primary,28328
2001,64,Female,Secondary,8442
2001,64,Female,Higher,4770
2001,64,Female,Unspecified,0
2001,64,Female,Not applicable,0
2001,65,Male,No schooling/less than primary,41097
2001,65,Male,Primary,20739
2001,65,Male,Secondary,7625
2001,65,Male,Higher,5351
2001,65,Male,Unspecified,0
2001,65,Male,Not applicable,0
2001,65,Female,No schooling/less than primary,71484
2001,65,Female,Primary,28473
2001,65,Female,Secondary,8465
2001,65,Female,Higher,4614
2001,65,Female,Unspecified,0
2001,65,Female,Not applicable,0
2001,66,Male,No schooling/less than primary,31830
2001,66,Male,Primary,17326
2001,66,Male,Secondary,6948
2001,66,Male,Higher,4766
2001,66,Male,Unspecified,0
2001,66,Male,Not applicable,0
2001,66,Female,No schooling/less than primary,59266
2001,66,Female,Primary,24717
2001,66,Female,Secondary,7361
2001,66,Female,Higher,3966
2001,66,Female,Unspecified,0
2001,66,Female,Not applicable,0
2001,67,Male,No schooling/less than primary,30162
2001,67,Male,Primary,15462
2001,67,Male,Secondary,6317
2001,67,Male,Higher,4387
2001,67,Male,Unspecified,0
2001,67,Male,Not applicable,0
2001,67,Female,No schooling/less than primary,60915
2001,67,Female,Primary,22668
2001,67,Female,Secondary,7053
2001,67,Female,Higher,3560
2001,67,Female,Unspecified,0
2001,67,Female,Not applicable,0
2001,68,Male,No schooling/less than primary,32277
2001,68,Male,Primary,14678
2001,68,Male,Secondary,5930
2001,68,Male,Higher,4011
2001,68,Male,Unspecified,0
2001,68,Male,Not applicable,0
2001,68,Female,No schooling/less than primary,60585
2001,68,Female,Primary,22139
2001,68,Female,Secondary,6700
2001,68,Female,Higher,3339
2001,68,Female,Unspecified,0
2001,68,Female,Not applicable,0
2001,69,Male,No schooling/less than primary,31158
2001,69,Male,Primary,14985
2001,69,Male,Secondary,5955
2001,69,Male,Higher,3759
2001,69,Male,Unspecified,0
2001,69,Male,Not applicable,0
2001,69,Female,No schooling/less than primary,56187
2001,69,Female,Primary,21987
2001,69,Female,Secondary,6593
2001,69,Female,Higher,3091
2001,69,Female,Unspecified,0
2001,69,Female,Not applicable,0
2001,70,Male,No schooling/less than primary,28611
2001,70,Male,Primary,12579
2001,70,Male,Secondary,5711
2001,70,Male,Higher,3747
2001,70,Male,Unspecified,0
2001,70,Male,Not applicable,0
2001,70,Female,No schooling/less than primary,52761
2001,70,Female,Primary,18424
2001,70,Female,Secondary,6689
2001,70,Female,Higher,3131
2001,70,Female,Unspecified,0
2001,70,Female,Not applicable,0
2001,71,Male,No schooling/less than primary,37340
2001,71,Male,Primary,13193
2001,71,Male,Secondary,5494
2001,71,Male,Higher,3598
2001,71,Male,Unspecified,0
2001,71,Male,Not applicable,0
2001,71,Female,No schooling/less than primary,80624
2001,71,Female,Primary,20187
2001,71,Female,Secondary,6493
2001,71,Female,Higher,3159
2001,71,Female,Unspecified,0
2001,71,Female,Not applicable,0
2001,72,Male,No schooling/less than primary,27051
2001,72,Male,Primary,10538
2001,72,Male,Secondary,4953
2001,72,Male,Higher,3169
2001,72,Male,Unspecified,0
2001,72,Male,Not applicable,0
2001,72,Female,No schooling/less than primary,53958
2001,72,Female,Primary,16846
2001,72,Female,Secondary,5934
2001,72,Female,Higher,2724
2001,72,Female,Unspecified,0
2001,72,Female,Not applicable,0
2001,73,Male,No schooling/less than primary,23849
2001,73,Male,Primary,9648
2001,73,Male,Secondary,4422
2001,73,Male,Higher,2787
2001,73,Male,Unspecified,0
2001,73,Male,Not applicable,0
2001,73,Female,No schooling/less than primary,45341
2001,73,Female,Primary,15689
2001,73,Female,Secondary,5604
2001,73,Female,Higher,2562
2001,73,Female,Unspecified,0
2001,73,Female,Not applicable,0
2001,74,Male,No schooling/less than primary,20644
2001,74,Male,Primary,8583
2001,74,Male,Secondary,4038
2001,74,Male,Higher,2593
2001,74,Male,Unspecified,0
2001,74,Male,Not applicable,0
2001,74,Female,No schooling/less than primary,37274
2001,74,Female,Primary,14015
2001,74,Female,Secondary,5181
2001,74,Female,Higher,2326
2001,74,Female,Unspecified,0
2001,74,Female,Not applicable,0
2001,75,Male,No schooling/less than primary,19944
2001,75,Male,Primary,7800
2001,75,Male,Secondary,3793
2001,75,Male,Higher,2423
2001,75,Male,Unspecified,0
2001,75,Male,Not applicable,0
2001,75,Female,No schooling/less than primary,36850
2001,75,Female,Primary,12979
2001,75,Female,Secondary,4835
2001,75,Female,Higher,2298
2001,75,Female,Unspecified,0
2001,75,Female,Not applicable,0
2001,76,Male,No schooling/less than primary,19018
2001,76,Male,Primary,7095
2001,76,Male,Secondary,3245
2001,76,Male,Higher,2146
2001,76,Male,Unspecified,0
2001,76,Male,Not applicable,0
2001,76,Female,No schooling/less than primary,35433
2001,76,Female,Primary,11786
2001,76,Female,Secondary,4649
2001,76,Female,Higher,2059
2001,76,Female,Unspecified,0
2001,76,Female,Not applicable,0
2001,77,Male,No schooling/less than primary,15942
2001,77,Male,Primary,6046
2001,77,Male,Secondary,3032
2001,77,Male,Higher,2016
2001,77,Male,Unspecified,0
2001,77,Male,Not applicable,0
2001,77,Female,No schooling/less than primary,29759
2001,77,Female,Primary,10812
2001,77,Female,Secondary,4252
2001,77,Female,Higher,1882
2001,77,Female,Unspecified,0
2001,77,Female,Not applicable,0
2001,78,Male,No schooling/less than primary,11776
2001,78,Male,Primary,5107
2001,78,Male,Secondary,2678
2001,78,Male,Higher,1758
2001,78,Male,Unspecified,0
2001,78,Male,Not applicable,0
2001,78,Female,No schooling/less than primary,21880
2001,78,Female,Primary,9353
2001,78,Female,Secondary,3932
2001,78,Female,Higher,1667
2001,78,Female,Unspecified,0
2001,78,Female,Not applicable,0
2001,79,Male,No schooling/less than primary,13520
2001,79,Male,Primary,4825
2001,79,Male,Secondary,2584
2001,79,Male,Higher,1688
2001,79,Male,Unspecified,0
2001,79,Male,Not applicable,0
2001,79,Female,No schooling/less than primary,22425
2001,79,Female,Primary,8874
2001,79,Female,Secondary,3709
2001,79,Female,Higher,1667
2001,79,Female,Unspecified,0
2001,79,Female,Not applicable,0
2001,80,Male,No schooling/less than primary,14427
2001,80,Male,Primary,4676
2001,80,Male,Secondary,2433
2001,80,Male,Higher,1518
2001,80,Male,Unspecified,0
2001,80,Male,Not applicable,0
2001,80,Female,No schooling/less than primary,28482
2001,80,Female,Primary,8366
2001,80,Female,Secondary,3523
2001,80,Female,Higher,1624
2001,80,Female,Unspecified,0
2001,80,Female,Not applicable,0
2001,81,Male,No schooling/less than primary,16789
2001,81,Male,Primary,4243
2001,81,Male,Secondary,2113
2001,81,Male,Higher,1278
2001,81,Male,Unspecified,0
2001,81,Male,Not applicable,0
2001,81,Female,No schooling/less than primary,35336
2001,81,Female,Primary,8006
2001,81,Female,Secondary,3062
2001,81,Female,Higher,1458
2001,81,Female,Unspecified,0
2001,81,Female,Not applicable,0
2001,82,Male,No schooling/less than primary,10423
2001,82,Male,Primary,2835
2001,82,Male,Secondary,1498
2001,82,Male,Higher,971
2001,82,Male,Unspecified,0
2001,82,Male,Not applicable,0
2001,82,Female,No schooling/less than primary,22490
2001,82,Female,Primary,6011
2001,82,Female,Secondary,2407
2001,82,Female,Higher,1078
2001,82,Female,Unspecified,0
2001,82,Female,Not applicable,0
2001,83,Male,No schooling/less than primary,13608
2001,83,Male,Primary,2976
2001,83,Male,Secondary,1410
2001,83,Male,Higher,811
2001,83,Male,Unspecified,0
2001,83,Male,Not applicable,0
2001,83,Female,No schooling/less than primary,31321
2001,83,Female,Primary,6582
2001,83,Female,Secondary,2350
2001,83,Female,Higher,1066
2001,83,Female,Unspecified,0
2001,83,Female,Not applicable,0
2001,84,Male,No schooling/less than primary,4552
2001,84,Male,Primary,2022
2001,84,Male,Secondary,1131
2001,84,Male,Higher,1121
2001,84,Male,Unspecified,0
2001,84,Male,Not applicable,0
2001,84,Female,No schooling/less than primary,9938
2001,84,Female,Primary,4362
2001,84,Female,Secondary,1804
2001,84,Female,Higher,844
2001,84,Female,Unspecified,0
2001,84,Female,Not applicable,0
2001,85,Male,No schooling/less than primary,3761
2001,85,Male,Primary,1459
2001,85,Male,Secondary,786
2001,85,Male,Higher,515
2001,85,Male,Unspecified,0
2001,85,Male,Not applicable,0
2001,85,Female,No schooling/less than primary,9103
2001,85,Female,Primary,3642
2001,85,Female,Secondary,1514
2001,85,Female,Higher,710
2001,85,Female,Unspecified,0
2001,85,Female,Not applicable,0
2001,86,Male,No schooling/less than primary,3688
2001,86,Male,Primary,1271
2001,86,Male,Secondary,729
2001,86,Male,Higher,433
2001,86,Male,Unspecified,0
2001,86,Male,Not applicable,0
2001,86,Female,No schooling/less than primary,8356
2001,86,Female,Primary,3064
2001,86,Female,Secondary,1345
2001,86,Female,Higher,673
2001,86,Female,Unspecified,0
2001,86,Female,Not applicable,0
2001,87,Male,No schooling/less than primary,6141
2001,87,Male,Primary,1271
2001,87,Male,Secondary,595
2001,87,Male,Higher,427
2001,87,Male,Unspecified,0
2001,87,Male,Not applicable,0
2001,87,Female,No schooling/less than primary,12361
2001,87,Female,Primary,3252
2001,87,Female,Secondary,1195
2001,87,Female,Higher,591
2001,87,Female,Unspecified,0
2001,87,Female,Not applicable,0
2001,88,Male,No schooling/less than primary,2263
2001,88,Male,Primary,767
2001,88,Male,Secondary,473
2001,88,Male,Higher,278
2001,88,Male,Unspecified,0
2001,88,Male,Not applicable,0
2001,88,Female,No schooling/less than primary,5483
2001,88,Female,Primary,2345
2001,88,Female,Secondary,1037
2001,88,Female,Higher,469
2001,88,Female,Unspecified,0
2001,88,Female,Not applicable,0
2001,89,Male,No schooling/less than primary,2689
2001,89,Male,Primary,725
2001,89,Male,Secondary,336
2001,89,Male,Higher,237
2001,89,Male,Unspecified,0
2001,89,Male,Not applicable,0
2001,89,Female,No schooling/less than primary,6816
2001,89,Female,Primary,2182
2001,89,Female,Secondary,794
2001,89,Female,Higher,449
2001,89,Female,Unspecified,0
2001,89,Female,Not applicable,0
2001,90,Male,No schooling/less than primary,2268
2001,90,Male,Primary,598
2001,90,Male,Secondary,259
2001,90,Male,Higher,186
2001,90,Male,Unspecified,0
2001,90,Male,Not applicable,0
2001,90,Female,No schooling/less than primary,5821
2001,90,Female,Primary,1663
2001,90,Female,Secondary,664
2001,90,Female,Higher,319
2001,90,Female,Unspecified,0
2001,90,Female,Not applicable,0
2001,91,Male,No schooling/less than primary,2916
2001,91,Male,Primary,501
2001,91,Male,Secondary,226
2001,91,Male,Higher,151
2001,91,Male,Unspecified,0
2001,91,Male,Not applicable,0
2001,91,Female,No schooling/less than primary,8188
2001,91,Female,Primary,1464
2001,91,Female,Secondary,572
2001,91,Female,Higher,291
2001,91,Female,Unspecified,0
2001,91,Female,Not applicable,0
2001,92,Male,No schooling/less than primary,1212
2001,92,Male,Primary,348
2001,92,Male,Secondary,169
2001,92,Male,Higher,92
2001,92,Male,Unspecified,0
2001,92,Male,Not applicable,0
2001,92,Female,No schooling/less than primary,3522
2001,92,Female,Primary,938
2001,92,Female,Secondary,404
2001,92,Female,Higher,202
2001,92,Female,Unspecified,0
2001,92,Female,Not applicable,0
2001,93,Male,No schooling/less than primary,850
2001,93,Male,Primary,246
2001,93,Male,Secondary,125
2001,93,Male,Higher,94
2001,93,Male,Unspecified,0
2001,93,Male,Not applicable,0
2001,93,Female,No schooling/less than primary,2276
2001,93,Female,Primary,799
2001,93,Female,Secondary,273
2001,93,Female,Higher,182
2001,93,Female,Unspecified,0
2001,93,Female,Not applicable,0
2001,94,Male,No schooling/less than primary,684
2001,94,Male,Primary,214
2001,94,Male,Secondary,107
2001,94,Male,Higher,60
2001,94,Male,Unspecified,0
2001,94,Male,Not applicable,0
2001,94,Female,No schooling/less than primary,1848
2001,94,Female,Primary,578
2001,94,Female,Secondary,258
2001,94,Female,Higher,146
