year,age,population_group,educational_attainment_4_groups,population
2001,116,Coloured,Secondary,1
2001,116,Coloured,Higher,0
2001,116,Indian or Asian,No schooling/less than primary,1
2001,116,Indian or Asian,Primary,0
2001,116,Indian or Asian,Secondary,0
2001,116,Indian or Asian,Higher,1
2001,116,White,No schooling/less than primary,1
2001,116,White,Primary,12
2001,116,White,Secondary,5
2001,116,White,Higher,2
2001,Unspecified,Black African,No schooling/less than primary,0
2001,Unspecified,Black African,Primary,0
2001,Unspecified,Black African,Secondary,0
2001,Unspecified,Black African,Higher,0
2001,Unspecified,Coloured,No schooling/less than primary,0
2001,Unspecified,Coloured,Primary,0
2001,Unspecified,Coloured,Secondary,0
2001,Unspecified,Coloured,Higher,0
2001,Unspecified,Indian or Asian,No schooling/less than primary,0
2001,Unspecified,Indian or Asian,Primary,0
2001,Unspecified,Indian or Asian,Secondary,0
2001,Unspecified,Indian or Asian,Higher,0
2001,Unspecified,White,No schooling/less than primary,0
2001,Unspecified,White,Primary,0
2001,Unspecified,White,Secondary,0
2001,Unspecified,White,Higher,0
2011,0,Black African,No schooling/less than primary,0
2011,0,Black African,Primary,0
2011,0,Black African,Secondary,0
2011,0,Black African,Higher,0
2011,0,Black African,Under 5,988470
2011,0,Coloured,No schooling/less than primary,0
2011,0,Coloured,Primary,0
2011,0,Coloured,Secondary,0
2011,0,Coloured,Higher,0
2011,0,Coloured,Under 5,93348
2011,0,Indian or Asian,No schooling/less than primary,0
2011,0,Indian or Asian,Primary,0
2011,0,Indian or Asian,Secondary,0
2011,0,Indian or Asian,Higher,0
2011,0,Indian or Asian,Under 5,17781
2011,0,White,No schooling/less than primary,0
2011,0,White,Primary,0
2011,0,White,Secondary,0
2011,0,White,Higher,0
2011,0,White,Under 5,53197
2011,1,Black African,No schooling/less than primary,0
2011,1,Black African,Primary,0
2011,1,Black African,Secondary,0
2011,1,Black African,Higher,0
2011,1,Black African,Under 5,963872
2011,1,Coloured,No schooling/less than primary,0
2011,1,Coloured,Primary,0
2011,1,Coloured,Secondary,0
2011,1,Coloured,Higher,0
2011,1,Coloured,Under 5,93467
2011,1,Indian or Asian,No schooling/less than primary,0
2011,1,Indian or Asian,Primary,0
2011,1,Indian or Asian,Secondary,0
2011,1,Indian or Asian,Higher,0
2011,1,Indian or Asian,Under 5,18271
2011,1,White,No schooling/less than primary,0
2011,1,White,Primary,0
2011,1,White,Secondary,0
2011,1,White,Higher,0
2011,1,White,Under 5,53150
2011,2,Black African,No schooling/less than primary,0
2011,2,Black African,Primary,0
2011,2,Black African,Secondary,0
2011,2,Black African,Higher,0
2011,2,Black African,Under 5,973913
2011,2,Coloured,No schooling/less than primary,0
2011,2,Coloured,Primary,0
2011,2,Coloured,Secondary,0
2011,2,Coloured,Higher,0
2011,2,Coloured,Under 5,97034
2011,2,Indian or Asian,No schooling/less than primary,0
2011,2,Indian or Asian,Primary,0
2011,2,Indian or Asian,Secondary,0
2011,2,Indian or Asian,Higher,0
2011,2,Indian or Asian,Under 5,18753
2011,2,White,No schooling/less than primary,0
2011,2,White,Primary,0
2011,2,White,Secondary,0
2011,2,White,Higher,0
2011,2,White,Under 5,55726
2011,3,Black African,No schooling/less than primary,0
2011,3,Black African,Primary,0
2011,3,Black African,Secondary,0
2011,3,Black African,Higher,0
2011,3,Black African,Under 5,965041
2011,3,Coloured,No schooling/less than primary,0
2011,3,Coloured,Primary,0
2011,3,Coloured,Secondary,0
2011,3,Coloured,Higher,0
2011,3,Coloured,Under 5,94275
2011,3,Indian or Asian,No schooling/less than primary,0
2011,3,Indian or Asian,Primary,0
2011,3,Indian or Asian,Secondary,0
2011,3,Indian or Asian,Higher,0
2011,3,Indian or Asian,Under 5,18232
2011,3,White,No schooling/less than primary,0
2011,3,White,Primary,0
2011,3,White,Secondary,0
2011,3,White,Higher,0
2011,3,White,Under 5,53728
2011,4,Black African,No schooling/less than primary,0
2011,4,Black African,Primary,0
2011,4,Black African,Secondary,0
2011,4,Black African,Higher,0
2011,4,Black African,Under 5,939146
2011,4,Coloured,No schooling/less than primary,0
2011,4,Coloured,Primary,0
2011,4,Coloured,Secondary,0
2011,4,Coloured,Higher,0
2011,4,Coloured,Under 5,91966
2011,4,Indian or Asian,No schooling/less than primary,0
2011,4,Indian or Asian,Primary,0
2011,4,Indian or Asian,Secondary,0
2011,4,Indian or Asian,Higher,0
2011,4,Indian or Asian,Under 5,17757
2011,4,White,No schooling/less than primary,0
2011,4,White,Primary,0
2011,4,White,Secondary,0
2011,4,White,Higher,0
2011,4,White,Under 5,52466
2011,5,Black African,No schooling/less than primary,890705
2011,5,Black African,Primary,0
2011,5,Black African,Secondary,0
2011,5,Black African,Higher,0
2011,5,Coloured,No schooling/less than primary,90854
2011,5,Coloured,Primary,0
2011,5,Coloured,Secondary,0
2011,5,Coloured,Higher,0
2011,5,Indian or Asian,No schooling/less than primary,16888
2011,5,Indian or Asian,Primary,0
2011,5,Indian or Asian,Secondary,0
2011,5,Indian or Asian,Higher,0
2011,5,White,No schooling/less than primary,51078
2011,5,White,Primary,0
2011,5,White,Secondary,0
2011,5,White,Higher,0
2011,6,Black African,No schooling/less than primary,877109
2011,6,Black African,Primary,0
2011,6,Black African,Secondary,0
2011,6,Black African,Higher,0
2011,6,Coloured,No schooling/less than primary,86421
2011,6,Coloured,Primary,0
2011,6,Coloured,Secondary,0
2011,6,Coloured,Higher,0
2011,6,Indian or Asian,No schooling/less than primary,17087
2011,6,Indian or Asian,Primary,0
2011,6,Indian or Asian,Secondary,0
2011,6,Indian or Asian,Higher,0
2011,6,White,No schooling/less than primary,49526
2011,6,White,Primary,0
2011,6,White,Secondary,0
2011,6,White,Higher,0
2011,7,Black African,No schooling/less than primary,801515
2011,7,Black African,Primary,0
2011,7,Black African,Secondary,0
2011,7,Black African,Higher,0
2011,7,Coloured,No schooling/less than primary,82817
2011,7,Coloured,Primary,0
2011,7,Coloured,Secondary,0
2011,7,Coloured,Higher,0
2011,7,Indian or Asian,No schooling/less than primary,16020
2011,7,Indian or Asian,Primary,0
2011,7,Indian or Asian,Secondary,0
2011,7,Indian or Asian,Higher,0
2011,7,White,No schooling/less than primary,48156
2011,7,White,Primary,0
2011,7,White,Secondary,0
2011,7,White,Higher,0
2011,8,Black African,No schooling/less than primary,747373
2011,8,Black African,Primary,0
2011,8,Black African,Secondary,0
2011,8,Black African,Higher,0
2011,8,Coloured,No schooling/less than primary,80410
2011,8,Coloured,Primary,0
2011,8,Coloured,Secondary,0
2011,8,Coloured,Higher,0
2011,8,Indian or Asian,No schooling/less than primary,16348
2011,8,Indian or Asian,Primary,0
2011,8,Indian or Asian,Secondary,0
2011,8,Indian or Asian,Higher,0
2011,8,White,No schooling/less than primary,47702
2011,8,White,Primary,0
2011,8,White,Secondary,0
2011,8,White,Higher,0
2011,9,Black African,No schooling/less than primary,726372
2011,9,Black African,Primary,0
2011,9,Black African,Secondary,0
2011,9,Black African,Higher,0
2011,9,Coloured,No schooling/less than primary,78857
2011,9,Coloured,Primary,0
2011,9,Coloured,Secondary,0
2011,9,Coloured,Higher,0
2011,9,Indian or Asian,No schooling/less than primary,15945
2011,9,Indian or Asian,Primary,0
2011,9,Indian or Asian,Secondary,0
2011,9,Indian or Asian,Higher,0
2011,9,White,No schooling/less than primary,47543
2011,9,White,Primary,0
2011,9,White,Secondary,0
2011,9,White,Higher,0
2011,10,Black African,No schooling/less than primary,755262
2011,10,Black African,Primary,615
2011,10,Black African,Secondary,0
2011,10,Black African,Higher,0
2011,10,Coloured,No schooling/less than primary,84484
2011,10,Coloured,Primary,74
2011,10,Coloured,Secondary,0
2011,10,Coloured,Higher,0
2011,10,Indian or Asian,No schooling/less than primary,16796
2011,10,Indian or Asian,Primary,34
2011,10,Indian or Asian,Secondary,0
2011,10,Indian or Asian,Higher,0
2011,10,White,No schooling/less than primary,50105
2011,10,White,Primary,44
2011,10,White,Secondary,0
2011,10,White,Higher,0
2011,11,Black African,No schooling/less than primary,775376
2011,11,Black African,Primary,1466
2011,11,Black African,Secondary,0
2011,11,Black African,Higher,0
2011,11,Coloured,No schooling/less than primary,86715
2011,11,Coloured,Primary,195
2011,11,Coloured,Secondary,0
2011,11,Coloured,Higher,0
2011,11,Indian or Asian,No schooling/less than primary,17147
2011,11,Indian or Asian,Primary,45
2011,11,Indian or Asian,Secondary,0
2011,11,Indian or Asian,Higher,0
2011,11,White,No schooling/less than primary,51338
2011,11,White,Primary,90
2011,11,White,Secondary,0
2011,11,White,Higher,0
2011,12,Black African,No schooling/less than primary,585518
2011,12,Black African,Primary,155850
2011,12,Black African,Secondary,0
2011,12,Black African,Higher,0
2011,12,Coloured,No schooling/less than primary,63856
2011,12,Coloured,Primary,17491
2011,12,Coloured,Secondary,0
2011,12,Coloured,Higher,0
2011,12,Indian or Asian,No schooling/less than primary,10571
2011,12,Indian or Asian,Primary,5737
2011,12,Indian or Asian,Secondary,0
2011,12,Indian or Asian,Higher,0
2011,12,White,No schooling/less than primary,42829
2011,12,White,Primary,7274
2011,12,White,Secondary,0
2011,12,White,Higher,0
2011,13,Black African,No schooling/less than primary,391555
2011,13,Black African,Primary,355008
2011,13,Black African,Secondary,13
2011,13,Black African,Higher,0
2011,13,Coloured,No schooling/less than primary,37197
2011,13,Coloured,Primary,43721
2011,13,Coloured,Secondary,4
2011,13,Coloured,Higher,0
2011,13,Indian or Asian,No schooling/less than primary,4642
2011,13,Indian or Asian,Primary,12366
2011,13,Indian or Asian,Secondary,1
2011,13,Indian or Asian,Higher,0
2011,13,White,No schooling/less than primary,21465
2011,13,White,Primary,29327
2011,13,White,Secondary,5
2011,13,White,Higher,0
2011,14,Black African,No schooling/less than primary,226486
2011,14,Black African,Primary,545731
2011,14,Black African,Secondary,4
2011,14,Black African,Higher,0
2011,14,Coloured,No schooling/less than primary,18191
2011,14,Coloured,Primary,65376
2011,14,Coloured,Secondary,0
2011,14,Coloured,Higher,0
2011,14,Indian or Asian,No schooling/less than primary,1543
2011,14,Indian or Asian,Primary,15702
2011,14,Indian or Asian,Secondary,1
2011,14,Indian or Asian,Higher,0
2011,14,White,No schooling/less than primary,5207
2011,14,White,Primary,45630
2011,14,White,Secondary,1
2011,14,White,Higher,0
2011,15,Black African,No schooling/less than primary,135558
2011,15,Black African,Primary,671342
2011,15,Black African,Secondary,10
2011,15,Black African,Higher,0
2011,15,Coloured,No schooling/less than primary,9203
2011,15,Coloured,Primary,74064
2011,15,Coloured,Secondary,0
2011,15,Coloured,Higher,0
2011,15,Indian or Asian,No schooling/less than primary,872
2011,15,Indian or Asian,Primary,17881
2011,15,Indian or Asian,Secondary,0
2011,15,Indian or Asian,Higher,0
2011,15,White,No schooling/less than primary,2558
2011,15,White,Primary,51200
2011,15,White,Secondary,1
2011,15,White,Higher,0
2011,16,Black African,No schooling/less than primary,82783
2011,16,Black African,Primary,719657
2011,16,Black African,Secondary,295
2011,16,Black African,Higher,829
2011,16,Coloured,No schooling/less than primary,5985
2011,16,Coloured,Primary,77320
2011,16,Coloured,Secondary,47
2011,16,Coloured,Higher,99
2011,16,Indian or Asian,No schooling/less than primary,628
2011,16,Indian or Asian,Primary,18518
2011,16,Indian or Asian,Secondary,16
2011,16,Indian or Asian,Higher,109
2011,16,White,No schooling/less than primary,1395
2011,16,White,Primary,52554
2011,16,White,Secondary,75
2011,16,White,Higher,216
2011,17,Black African,No schooling/less than primary,56793
2011,17,Black African,Primary,720027
2011,17,Black African,Secondary,47640
2011,17,Black African,Higher,2483
2011,17,Coloured,No schooling/less than primary,4910
2011,17,Coloured,Primary,74487
2011,17,Coloured,Secondary,4693
2011,17,Coloured,Higher,202
2011,17,Indian or Asian,No schooling/less than primary,423
2011,17,Indian or Asian,Primary,15692
2011,17,Indian or Asian,Secondary,2740
2011,17,Indian or Asian,Higher,199
2011,17,White,No schooling/less than primary,818
2011,17,White,Primary,46921
2011,17,White,Secondary,4790
2011,17,White,Higher,407
2011,18,Black African,No schooling/less than primary,44064
2011,18,Black African,Primary,601416
2011,18,Black African,Secondary,156737
2011,18,Black African,Higher,11467
2011,18,Coloured,No schooling/less than primary,4471
2011,18,Coloured,Primary,56206
2011,18,Coloured,Secondary,22673
2011,18,Coloured,Higher,1490
2011,18,Indian or Asian,No schooling/less than primary,417
2011,18,Indian or Asian,Primary,7535
2011,18,Indian or Asian,Secondary,9676
2011,18,Indian or Asian,Higher,1638
2011,18,White,No schooling/less than primary,652
2011,18,White,Primary,30999
2011,18,White,Secondary,21671
2011,18,White,Higher,2019
2011,19,Black African,No schooling/less than primary,42083
2011,19,Black African,Primary,524707
2011,19,Black African,Secondary,242205
2011,19,Black African,Higher,29860
2011,19,Coloured,No schooling/less than primary,4164
2011,19,Coloured,Primary,45773
2011,19,Coloured,Secondary,31275
2011,19,Coloured,Higher,3388
2011,19,Indian or Asian,No schooling/less than primary,403
2011,19,Indian or Asian,Primary,4609
2011,19,Indian or Asian,Secondary,12072
2011,19,Indian or Asian,Higher,2900
2011,19,White,No schooling/less than primary,560
2011,19,White,Primary,12512
2011,19,White,Secondary,32172
2011,19,White,Higher,8829
2011,20,Black African,No schooling/less than primary,49591
2011,20,Black African,Primary,475216
2011,20,Black African,Secondary,319295
2011,20,Black African,Higher,43950
2011,20,Coloured,No schooling/less than primary,4497
2011,20,Coloured,Primary,44274
2011,20,Coloured,Secondary,34953
2011,20,Coloured,Higher,3878
2011,20,Indian or Asian,No schooling/less than primary,565
2011,20,Indian or Asian,Primary,4624
2011,20,Indian or Asian,Secondary,13872
2011,20,Indian or Asian,Higher,2875
2011,20,White,No schooling/less than primary,664
2011,20,White,Primary,10721
2011,20,White,Secondary,38854
2011,20,White,Higher,8019
2011,21,Black African,No schooling/less than primary,56680
2011,21,Black African,Primary,442706
2011,21,Black African,Secondary,355148
2011,21,Black African,Higher,56419
2011,21,Coloured,No schooling/less than primary,4712
2011,21,Coloured,Primary,43858
2011,21,Coloured,Secondary,34976
2011,21,Coloured,Higher,4806
2011,21,Indian or Asian,No schooling/less than primary,633
2011,21,Indian or Asian,Primary,4510
2011,21,Indian or Asian,Secondary,13909
2011,21,Indian or Asian,Higher,3733
2011,21,White,No schooling/less than primary,696
2011,21,White,Primary,10426
2011,21,White,Secondary,37470
2011,21,White,Higher,12156
2011,22,Black African,No schooling/less than primary,56595
2011,22,Black African,Primary,384064
2011,22,Black African,Secondary,347698
2011,22,Black African,Higher,65334
2011,22,Coloured,No schooling/less than primary,4494
2011,22,Coloured,Primary,40323
2011,22,Coloured,Secondary,31963
2011,22,Coloured,Higher,5638
2011,22,Indian or Asian,No schooling/less than primary,685
2011,22,Indian or Asian,Primary,4472
2011,22,Indian or Asian,Secondary,12787
2011,22,Indian or Asian,Higher,4757
2011,22,White,No schooling/less than primary,662
2011,22,White,Primary,9964
2011,22,White,Secondary,31345
2011,22,White,Higher,17583
2011,23,Black African,No schooling/less than primary,62400
2011,23,Black African,Primary,370177
2011,23,Black African,Secondary,353490
2011,23,Black African,Higher,71950
2011,23,Coloured,No schooling/less than primary,4635
2011,23,Coloured,Primary,38367
2011,23,Coloured,Secondary,29759
2011,23,Coloured,Higher,5919
2011,23,Indian or Asian,No schooling/less than primary,680
2011,23,Indian or Asian,Primary,4262
2011,23,Indian or Asian,Secondary,12050
2011,23,Indian or Asian,Higher,5325
2011,23,White,No schooling/less than primary,716
2011,23,White,Primary,9397
2011,23,White,Secondary,27260
2011,23,White,Higher,22120
2011,24,Black African,No schooling/less than primary,61540
2011,24,Black African,Primary,352285
2011,24,Black African,Secondary,340748
2011,24,Black African,Higher,77495
2011,24,Coloured,No schooling/less than primary,4425
2011,24,Coloured,Primary,37413
2011,24,Coloured,Secondary,28378
2011,24,Coloured,Higher,6104
2011,24,Indian or Asian,No schooling/less than primary,703
2011,24,Indian or Asian,Primary,4388
2011,24,Indian or Asian,Secondary,11648
2011,24,Indian or Asian,Higher,5785
2011,24,White,No schooling/less than primary,668
2011,24,White,Primary,9179
2011,24,White,Secondary,25193
2011,24,White,Higher,24482
2011,25,Black African,No schooling/less than primary,72829
2011,25,Black African,Primary,357792
2011,25,Black African,Secondary,331678
2011,25,Black African,Higher,85782
2011,25,Coloured,No schooling/less than primary,5053
2011,25,Coloured,Primary,37878
2011,25,Coloured,Secondary,28389
2011,25,Coloured,Higher,6906
2011,25,Indian or Asian,No schooling/less than primary,835
2011,25,Indian or Asian,Primary,4857
2011,25,Indian or Asian,Secondary,11858
2011,25,Indian or Asian,Higher,6563
2011,25,White,No schooling/less than primary,892
2011,25,White,Primary,9635
2011,25,White,Secondary,24786
2011,25,White,Higher,27085
2011,26,Black African,No schooling/less than primary,74799
2011,26,Black African,Primary,358352
2011,26,Black African,Secondary,325737
2011,26,Black African,Higher,88006
2011,26,Coloured,No schooling/less than primary,5307
2011,26,Coloured,Primary,38201
2011,26,Coloured,Secondary,28642
2011,26,Coloured,Higher,7298
2011,26,Indian or Asian,No schooling/less than primary,839
2011,26,Indian or Asian,Primary,4886
2011,26,Indian or Asian,Secondary,12137
2011,26,Indian or Asian,Higher,7059
2011,26,White,No schooling/less than primary,933
2011,26,White,Primary,10196
2011,26,White,Secondary,25644
2011,26,White,Higher,29313
2011,27,Black African,No schooling/less than primary,72458
2011,27,Black African,Primary,341183
2011,27,Black African,Secondary,301902
2011,27,Black African,Higher,85145
2011,27,Coloured,No schooling/less than primary,5117
2011,27,Coloured,Primary,36876
2011,27,Coloured,Secondary,27446
2011,27,Coloured,Higher,6957
2011,27,Indian or Asian,No schooling/less than primary,815
2011,27,Indian or Asian,Primary,4743
2011,27,Indian or Asian,Secondary,11947
2011,27,Indian or Asian,Higher,7152
2011,27,White,No schooling/less than primary,843
2011,27,White,Primary,10077
2011,27,White,Secondary,24882
2011,27,White,Higher,29073
2011,28,Black African,No schooling/less than primary,74957
2011,28,Black African,Primary,341876
2011,28,Black African,Secondary,290821
2011,28,Black African,Higher,84527
2011,28,Coloured,No schooling/less than primary,5214
2011,28,Coloured,Primary,36362
2011,28,Coloured,Secondary,27685
2011,28,Coloured,Higher,7178
2011,28,Indian or Asian,No schooling/less than primary,754
2011,28,Indian or Asian,Primary,4753
2011,28,Indian or Asian,Secondary,11780
2011,28,Indian or Asian,Higher,7346
2011,28,White,No schooling/less than primary,854
2011,28,White,Primary,10408
2011,28,White,Secondary,25467
2011,28,White,Higher,29722
2011,29,Black African,No schooling/less than primary,77098
2011,29,Black African,Primary,335007
2011,29,Black African,Secondary,277232
2011,29,Black African,Higher,81458
2011,29,Coloured,No schooling/less than primary,5184
2011,29,Coloured,Primary,35198
2011,29,Coloured,Secondary,26346
2011,29,Coloured,Higher,6828
2011,29,Indian or Asian,No schooling/less than primary,813
2011,29,Indian or Asian,Primary,4535
2011,29,Indian or Asian,Secondary,11416
2011,29,Indian or Asian,Higher,7415
2011,29,White,No schooling/less than primary,897
2011,29,White,Primary,10542
2011,29,White,Secondary,25521
2011,29,White,Higher,29322
2011,30,Black African,No schooling/less than primary,69382
2011,30,Black African,Primary,291098
2011,30,Black African,Secondary,245958
2011,30,Black African,Higher,76346
2011,30,Coloured,No schooling/less than primary,5115
2011,30,Coloured,Primary,33120
2011,30,Coloured,Secondary,25573
2011,30,Coloured,Higher,6909
2011,30,Indian or Asian,No schooling/less than primary,815
2011,30,Indian or Asian,Primary,4290
2011,30,Indian or Asian,Secondary,11131
2011,30,Indian or Asian,Higher,7446
2011,30,White,No schooling/less than primary,801
2011,30,White,Primary,10165
2011,30,White,Secondary,25278
2011,30,White,Higher,29244
2011,31,Black African,No schooling/less than primary,76678
2011,31,Black African,Primary,302511
2011,31,Black African,Secondary,240332
2011,31,Black African,Higher,73846
2011,31,Coloured,No schooling/less than primary,5373
2011,31,Coloured,Primary,31209
2011,31,Coloured,Secondary,24410
2011,31,Coloured,Higher,6485
2011,31,Indian or Asian,No schooling/less than primary,764
2011,31,Indian or Asian,Primary,3914
2011,31,Indian or Asian,Secondary,10853
2011,31,Indian or Asian,Higher,7233
2011,31,White,No schooling/less than primary,841
2011,31,White,Primary,9601
2011,31,White,Secondary,24678
2011,31,White,Higher,28322
2011,32,Black African,No schooling/less than primary,74574
2011,32,Black African,Primary,276880
2011,32,Black African,Secondary,221449
2011,32,Black African,Higher,69223
2011,32,Coloured,No schooling/less than primary,5566
2011,32,Coloured,Primary,28369
2011,32,Coloured,Secondary,22761
2011,32,Coloured,Higher,6061
2011,32,Indian or Asian,No schooling/less than primary,751
2011,32,Indian or Asian,Primary,3817
2011,32,Indian or Asian,Secondary,10424
2011,32,Indian or Asian,Higher,7141
2011,32,White,No schooling/less than primary,835
2011,32,White,Primary,8743
2011,32,White,Secondary,23641
2011,32,White,Higher,27060
2011,33,Black African,No schooling/less than primary,67348
2011,33,Black African,Primary,238536
2011,33,Black African,Secondary,198270
2011,33,Black African,Higher,64950
2011,33,Coloured,No schooling/less than primary,5475
2011,33,Coloured,Primary,26742
2011,33,Coloured,Secondary,21684
2011,33,Coloured,Higher,6016
2011,33,Indian or Asian,No schooling/less than primary,671
2011,33,Indian or Asian,Primary,3583
2011,33,Indian or Asian,Secondary,10032
2011,33,Indian or Asian,Higher,6898
2011,33,White,No schooling/less than primary,779
2011,33,White,Primary,8390
2011,33,White,Secondary,23717
2011,33,White,Higher,26534
2011,34,Black African,No schooling/less than primary,77151
2011,34,Black African,Primary,244014
2011,34,Black African,Secondary,196789
2011,34,Black African,Higher,64542
2011,34,Coloured,No schooling/less than primary,5910
2011,34,Coloured,Primary,25595
2011,34,Coloured,Secondary,20691
2011,34,Coloured,Higher,5969
2011,34,Indian or Asian,No schooling/less than primary,680
2011,34,Indian or Asian,Primary,3799
2011,34,Indian or Asian,Secondary,9757
2011,34,Indian or Asian,Higher,6813
2011,34,White,No schooling/less than primary,789
2011,34,White,Primary,8695
2011,34,White,Secondary,24642
2011,34,White,Higher,27582
2011,35,Black African,No schooling/less than primary,78927
2011,35,Black African,Primary,233552
2011,35,Black African,Secondary,189719
2011,35,Black African,Higher,64200
2011,35,Coloured,No schooling/less than primary,6466
2011,35,Coloured,Primary,26838
2011,35,Coloured,Secondary,20512
2011,35,Coloured,Higher,6117
2011,35,Indian or Asian,No schooling/less than primary,735
2011,35,Indian or Asian,Primary,4188
2011,35,Indian or Asian,Secondary,10142
2011,35,Indian or Asian,Higher,7010
2011,35,White,No schooling/less than primary,811
2011,35,White,Primary,8927
2011,35,White,Secondary,25783
2011,35,White,Higher,28355
2011,36,Black African,No schooling/less than primary,86518
2011,36,Black African,Primary,230075
2011,36,Black African,Secondary,178297
2011,36,Black African,Higher,60294
2011,36,Coloured,No schooling/less than primary,7359
2011,36,Coloured,Primary,28036
2011,36,Coloured,Secondary,19841
2011,36,Coloured,Higher,6295
2011,36,Indian or Asian,No schooling/less than primary,693
2011,36,Indian or Asian,Primary,4290
2011,36,Indian or Asian,Secondary,9905
2011,36,Indian or Asian,Higher,6607
2011,36,White,No schooling/less than primary,874
2011,36,White,Primary,9086
2011,36,White,Secondary,26719
2011,36,White,Higher,29059
2011,37,Black African,No schooling/less than primary,82844
2011,37,Black African,Primary,207940
2011,37,Black African,Secondary,160199
2011,37,Black African,Higher,58241
2011,37,Coloured,No schooling/less than primary,7461
2011,37,Coloured,Primary,28734
2011,37,Coloured,Secondary,18523
2011,37,Coloured,Higher,6174
2011,37,Indian or Asian,No schooling/less than primary,641
2011,37,Indian or Asian,Primary,4097
2011,37,Indian or Asian,Secondary,9741
2011,37,Indian or Asian,Higher,6440
2011,37,White,No schooling/less than primary,788
2011,37,White,Primary,8997
2011,37,White,Secondary,26972
2011,37,White,Higher,29741
2011,38,Black African,No schooling/less than primary,87906
2011,38,Black African,Primary,204265
2011,38,Black African,Secondary,149310
2011,38,Black African,Higher,55956
2011,38,Coloured,No schooling/less than primary,8727
2011,38,Coloured,Primary,30539
2011,38,Coloured,Secondary,18155
2011,38,Coloured,Higher,6273
2011,38,Indian or Asian,No schooling/less than primary,694
2011,38,Indian or Asian,Primary,4434
2011,38,Indian or Asian,Secondary,9532
2011,38,Indian or Asian,Higher,6111
2011,38,White,No schooling/less than primary,853
2011,38,White,Primary,9295
2011,38,White,Secondary,27052
2011,38,White,Higher,30554
2011,39,Black African,No schooling/less than primary,96644
2011,39,Black African,Primary,202432
2011,39,Black African,Secondary,142524
2011,39,Black African,Higher,55060
2011,39,Coloured,No schooling/less than primary,9848
2011,39,Coloured,Primary,32930
2011,39,Coloured,Secondary,18173
2011,39,Coloured,Higher,6338
2011,39,Indian or Asian,No schooling/less than primary,703
2011,39,Indian or Asian,Primary,4451
2011,39,Indian or Asian,Secondary,9695
2011,39,Indian or Asian,Higher,5983
2011,39,White,No schooling/less than primary,914
2011,39,White,Primary,9887
2011,39,White,Secondary,28100
2011,39,White,Higher,31729
2011,40,Black African,No schooling/less than primary,86055
2011,40,Black African,Primary,168525
2011,40,Black African,Secondary,116877
2011,40,Black African,Higher,50846
2011,40,Coloured,No schooling/less than primary,9678
2011,40,Coloured,Primary,32383
2011,40,Coloured,Secondary,17081
2011,40,Coloured,Higher,6245
2011,40,Indian or Asian,No schooling/less than primary,785
2011,40,Indian or Asian,Primary,4844
2011,40,Indian or Asian,Secondary,9701
2011,40,Indian or Asian,Higher,5796
2011,40,White,No schooling/less than primary,971
2011,40,White,Primary,10431
2011,40,White,Secondary,29289
2011,40,White,Higher,32694
2011,41,Black African,No schooling/less than primary,109529
2011,41,Black African,Primary,195463
2011,41,Black African,Secondary,118378
2011,41,Black African,Higher,50560
2011,41,Coloured,No schooling/less than primary,10586
2011,41,Coloured,Primary,32135
2011,41,Coloured,Secondary,15600
2011,41,Coloured,Higher,5637
2011,41,Indian or Asian,No schooling/less than primary,726
2011,41,Indian or Asian,Primary,4569
2011,41,Indian or Asian,Secondary,8768
2011,41,Indian or Asian,Higher,5074
2011,41,White,No schooling/less than primary,982
2011,41,White,Primary,10102
2011,41,White,Secondary,27481
2011,41,White,Higher,31192
2011,42,Black African,No schooling/less than primary,108382
2011,42,Black African,Primary,182482
2011,42,Black African,Secondary,103050
2011,42,Black African,Higher,46949
2011,42,Coloured,No schooling/less than primary,11136
2011,42,Coloured,Primary,32790
2011,42,Coloured,Secondary,15023
2011,42,Coloured,Higher,5804
2011,42,Indian or Asian,No schooling/less than primary,796
2011,42,Indian or Asian,Primary,4917
2011,42,Indian or Asian,Secondary,8651
2011,42,Indian or Asian,Higher,4873
2011,42,White,No schooling/less than primary,1033
2011,42,White,Primary,10420
2011,42,White,Secondary,27170
2011,42,White,Higher,31354
2011,43,Black African,No schooling/less than primary,112744
2011,43,Black African,Primary,180747
2011,43,Black African,Secondary,94701
2011,43,Black African,Higher,45201
2011,43,Coloured,No schooling/less than primary,11466
2011,43,Coloured,Primary,31723
2011,43,Coloured,Secondary,13521
2011,43,Coloured,Higher,5600
2011,43,Indian or Asian,No schooling/less than primary,755
2011,43,Indian or Asian,Primary,4828
2011,43,Indian or Asian,Secondary,7910
2011,43,Indian or Asian,Higher,4361
2011,43,White,No schooling/less than primary,995
2011,43,White,Primary,10410
2011,43,White,Secondary,25623
2011,43,White,Higher,29682
2011,44,Black African,No schooling/less than primary,95191
2011,44,Black African,Primary,145784
2011,44,Black African,Secondary,74364
2011,44,Black African,Higher,37813
2011,44,Coloured,No schooling/less than primary,10656
2011,44,Coloured,Primary,29221
2011,44,Coloured,Secondary,12359
2011,44,Coloured,Higher,5171
2011,44,Indian or Asian,No schooling/less than primary,756
2011,44,Indian or Asian,Primary,4732
2011,44,Indian or Asian,Secondary,7233
2011,44,Indian or Asian,Higher,4032
2011,44,White,No schooling/less than primary,880
2011,44,White,Primary,10302
2011,44,White,Secondary,23920
2011,44,White,Higher,27982
2011,45,Black African,No schooling/less than primary,110938
2011,45,Black African,Primary,153049
