time,age,population_group,employment,population,geo
2001,116,Black African,Not applicable,19.210225,zaf
2001,117,White,Employed,0,zaf
2001,117,White,Unemployed,0,zaf
2001,117,White,Discouraged work-seeker,0,zaf
2001,117,White,Not economically active,0,zaf
2001,117,White,Unspecified,0,zaf
2001,117,White,Not applicable,6.839057,zaf
2001,117,Black African,Employed,0,zaf
2001,117,Black African,Unemployed,0,zaf
2001,117,Black African,Discouraged work-seeker,0,zaf
2001,117,Black African,Not economically active,0,zaf
2001,117,Black African,Unspecified,0,zaf
2001,117,Black African,Not applicable,24.433698,zaf
2001,118,White,Employed,0,zaf
2001,118,White,Unemployed,0,zaf
2001,118,White,Discouraged work-seeker,0,zaf
2001,118,White,Not economically active,0,zaf
2001,118,White,Unspecified,0,zaf
2001,118,White,Not applicable,5.412664,zaf
2001,118,Black African,Employed,0,zaf
2001,118,Black African,Unemployed,0,zaf
2001,118,Black African,Discouraged work-seeker,0,zaf
2001,118,Black African,Not economically active,0,zaf
2001,118,Black African,Unspecified,0,zaf
2001,118,Black African,Not applicable,33.909625,zaf
2001,119,White,Employed,0,zaf
2001,119,White,Unemployed,0,zaf
2001,119,White,Discouraged work-seeker,0,zaf
2001,119,White,Not economically active,0,zaf
2001,119,White,Unspecified,0,zaf
2001,119,White,Not applicable,0,zaf
2001,119,Black African,Employed,0,zaf
2001,119,Black African,Unemployed,0,zaf
2001,119,Black African,Discouraged work-seeker,0,zaf
2001,119,Black African,Not economically active,0,zaf
2001,119,Black African,Unspecified,0,zaf
2001,119,Black African,Not applicable,28.590731,zaf
2001,120,White,Employed,0,zaf
2001,120,White,Unemployed,0,zaf
2001,120,White,Discouraged work-seeker,0,zaf
2001,120,White,Not economically active,0,zaf
2001,120,White,Unspecified,0,zaf
2001,120,White,Not applicable,3.137476,zaf
2001,120,Black African,Employed,0,zaf
2001,120,Black African,Unemployed,0,zaf
2001,120,Black African,Discouraged work-seeker,0,zaf
2001,120,Black African,Not economically active,0,zaf
2001,120,Black African,Unspecified,0,zaf
2001,120,Black African,Not applicable,62.578231,zaf
2001,Unspecified,White,Employed,0,zaf
2001,Unspecified,White,Unemployed,0,zaf
2001,Unspecified,White,Discouraged work-seeker,0,zaf
2001,Unspecified,White,Not economically active,0,zaf
2001,Unspecified,White,Unspecified,0,zaf
2001,Unspecified,White,Not applicable,0,zaf
2001,Unspecified,Black African,Employed,0,zaf
2001,Unspecified,Black African,Unemployed,0,zaf
2001,Unspecified,Black African,Discouraged work-seeker,0,zaf
2001,Unspecified,Black African,Not economically active,0,zaf
2001,Unspecified,Black African,Unspecified,0,zaf
2001,Unspecified,Black African,Not applicable,0,zaf
2011,0,White,Employed,0,zaf
2011,0,White,Unemployed,0,zaf
2011,0,White,Discouraged work-seeker,0,zaf
2011,0,White,Not economically active,0,zaf
2011,0,White,Unspecified,0,zaf
2011,0,White,Not applicable,53197.43831,zaf
2011,0,Black African,Employed,0,zaf
2011,0,Black African,Unemployed,0,zaf
2011,0,Black African,Discouraged work-seeker,0,zaf
2011,0,Black African,Not economically active,0,zaf
2011,0,Black African,Unspecified,0,zaf
2011,0,Black African,Not applicable,988469.9765,zaf
2011,1,White,Employed,0,zaf
2011,1,White,Unemployed,0,zaf
2011,1,White,Discouraged work-seeker,0,zaf
2011,1,White,Not economically active,0,zaf
2011,1,White,Unspecified,0,zaf
2011,1,White,Not applicable,53150.23559,zaf
2011,1,Black African,Employed,0,zaf
2011,1,Black African,Unemployed,0,zaf
2011,1,Black African,Discouraged work-seeker,0,zaf
2011,1,Black African,Not economically active,0,zaf
2011,1,Black African,Unspecified,0,zaf
2011,1,Black African,Not applicable,963871.9756,zaf
2011,2,White,Employed,0,zaf
2011,2,White,Unemployed,0,zaf
2011,2,White,Discouraged work-seeker,0,zaf
2011,2,White,Not economically active,0,zaf
2011,2,White,Unspecified,0,zaf
2011,2,White,Not applicable,55725.64076,zaf
2011,2,Black African,Employed,0,zaf
2011,2,Black African,Unemployed,0,zaf
2011,2,Black African,Discouraged work-seeker,0,zaf
2011,2,Black African,Not economically active,0,zaf
2011,2,Black African,Unspecified,0,zaf
2011,2,Black African,Not applicable,973912.8181,zaf
2011,3,White,Employed,0,zaf
2011,3,White,Unemployed,0,zaf
2011,3,White,Discouraged work-seeker,0,zaf
2011,3,White,Not economically active,0,zaf
2011,3,White,Unspecified,0,zaf
2011,3,White,Not applicable,53728.06317,zaf
2011,3,Black African,Employed,0,zaf
2011,3,Black African,Unemployed,0,zaf
2011,3,Black African,Discouraged work-seeker,0,zaf
2011,3,Black African,Not economically active,0,zaf
2011,3,Black African,Unspecified,0,zaf
2011,3,Black African,Not applicable,965040.9778,zaf
2011,4,White,Employed,0,zaf
2011,4,White,Unemployed,0,zaf
2011,4,White,Discouraged work-seeker,0,zaf
2011,4,White,Not economically active,0,zaf
2011,4,White,Unspecified,0,zaf
2011,4,White,Not applicable,52466.01663,zaf
2011,4,Black African,Employed,0,zaf
2011,4,Black African,Unemployed,0,zaf
2011,4,Black African,Discouraged work-seeker,0,zaf
2011,4,Black African,Not economically active,0,zaf
2011,4,Black African,Unspecified,0,zaf
2011,4,Black African,Not applicable,939146.2418,zaf
2011,5,White,Employed,0,zaf
2011,5,White,Unemployed,0,zaf
2011,5,White,Discouraged work-seeker,0,zaf
2011,5,White,Not economically active,0,zaf
2011,5,White,Unspecified,0,zaf
2011,5,White,Not applicable,51410.88359,zaf
2011,5,Black African,Employed,0,zaf
2011,5,Black African,Unemployed,0,zaf
2011,5,Black African,Discouraged work-seeker,0,zaf
2011,5,Black African,Not economically active,0,zaf
2011,5,Black African,Unspecified,0,zaf
2011,5,Black African,Not applicable,892493.2365,zaf
2011,6,White,Employed,0,zaf
2011,6,White,Unemployed,0,zaf
2011,6,White,Discouraged work-seeker,0,zaf
2011,6,White,Not economically active,0,zaf
2011,6,White,Unspecified,0,zaf
2011,6,White,Not applicable,49792.03347,zaf
2011,6,Black African,Employed,0,zaf
2011,6,Black African,Unemployed,0,zaf
2011,6,Black African,Discouraged work-seeker,0,zaf
2011,6,Black African,Not economically active,0,zaf
2011,6,Black African,Unspecified,0,zaf
2011,6,Black African,Not applicable,878835.0323,zaf
2011,7,White,Employed,0,zaf
2011,7,White,Unemployed,0,zaf
2011,7,White,Discouraged work-seeker,0,zaf
2011,7,White,Not economically active,0,zaf
2011,7,White,Unspecified,0,zaf
2011,7,White,Not applicable,48438.82411,zaf
2011,7,Black African,Employed,0,zaf
2011,7,Black African,Unemployed,0,zaf
2011,7,Black African,Discouraged work-seeker,0,zaf
2011,7,Black African,Not economically active,0,zaf
2011,7,Black African,Unspecified,0,zaf
2011,7,Black African,Not applicable,803767.5493,zaf
2011,8,White,Employed,0,zaf
2011,8,White,Unemployed,0,zaf
2011,8,White,Discouraged work-seeker,0,zaf
2011,8,White,Not economically active,0,zaf
2011,8,White,Unspecified,0,zaf
2011,8,White,Not applicable,48015.29501,zaf
2011,8,Black African,Employed,0,zaf
2011,8,Black African,Unemployed,0,zaf
2011,8,Black African,Discouraged work-seeker,0,zaf
2011,8,Black African,Not economically active,0,zaf
2011,8,Black African,Unspecified,0,zaf
2011,8,Black African,Not applicable,749830.1728,zaf
2011,9,White,Employed,0,zaf
2011,9,White,Unemployed,0,zaf
2011,9,White,Discouraged work-seeker,0,zaf
2011,9,White,Not economically active,0,zaf
2011,9,White,Unspecified,0,zaf
2011,9,White,Not applicable,47909.96242,zaf
2011,9,Black African,Employed,0,zaf
2011,9,Black African,Unemployed,0,zaf
2011,9,Black African,Discouraged work-seeker,0,zaf
2011,9,Black African,Not economically active,0,zaf
2011,9,Black African,Unspecified,0,zaf
2011,9,Black African,Not applicable,729093.0546,zaf
2011,10,White,Employed,0,zaf
2011,10,White,Unemployed,0,zaf
2011,10,White,Discouraged work-seeker,0,zaf
2011,10,White,Not economically active,0,zaf
2011,10,White,Unspecified,0,zaf
2011,10,White,Not applicable,50529.03958,zaf
2011,10,Black African,Employed,0,zaf
2011,10,Black African,Unemployed,0,zaf
2011,10,Black African,Discouraged work-seeker,0,zaf
2011,10,Black African,Not economically active,0,zaf
2011,10,Black African,Unspecified,0,zaf
2011,10,Black African,Not applicable,758882.4331,zaf
2011,11,White,Employed,0,zaf
2011,11,White,Unemployed,0,zaf
2011,11,White,Discouraged work-seeker,0,zaf
2011,11,White,Not economically active,0,zaf
2011,11,White,Unspecified,0,zaf
2011,11,White,Not applicable,51920.0413,zaf
2011,11,Black African,Employed,0,zaf
2011,11,Black African,Unemployed,0,zaf
2011,11,Black African,Discouraged work-seeker,0,zaf
2011,11,Black African,Not economically active,0,zaf
2011,11,Black African,Unspecified,0,zaf
2011,11,Black African,Not applicable,780651.9276,zaf
2011,12,White,Employed,0,zaf
2011,12,White,Unemployed,0,zaf
2011,12,White,Discouraged work-seeker,0,zaf
2011,12,White,Not economically active,0,zaf
2011,12,White,Unspecified,0,zaf
2011,12,White,Not applicable,50690.13142,zaf
2011,12,Black African,Employed,0,zaf
2011,12,Black African,Unemployed,0,zaf
2011,12,Black African,Discouraged work-seeker,0,zaf
2011,12,Black African,Not economically active,0,zaf
2011,12,Black African,Unspecified,0,zaf
2011,12,Black African,Not applicable,745603.5243,zaf
2011,13,White,Employed,0,zaf
2011,13,White,Unemployed,0,zaf
2011,13,White,Discouraged work-seeker,0,zaf
2011,13,White,Not economically active,0,zaf
2011,13,White,Unspecified,0,zaf
2011,13,White,Not applicable,51575.90691,zaf
2011,13,Black African,Employed,0,zaf
2011,13,Black African,Unemployed,0,zaf
2011,13,Black African,Discouraged work-seeker,0,zaf
2011,13,Black African,Not economically active,0,zaf
2011,13,Black African,Unspecified,0,zaf
2011,13,Black African,Not applicable,752277.9338,zaf
2011,14,White,Employed,0,zaf
2011,14,White,Unemployed,0,zaf
2011,14,White,Discouraged work-seeker,0,zaf
2011,14,White,Not economically active,0,zaf
2011,14,White,Unspecified,0,zaf
2011,14,White,Not applicable,52638.19213,zaf
2011,14,Black African,Employed,0,zaf
2011,14,Black African,Unemployed,0,zaf
2011,14,Black African,Discouraged work-seeker,0,zaf
2011,14,Black African,Not economically active,0,zaf
2011,14,Black African,Unspecified,0,zaf
2011,14,Black African,Not applicable,780447.2095,zaf
2011,15,White,Employed,3951.8097,zaf
2011,15,White,Unemployed,2819.97501,zaf
2011,15,White,Discouraged work-seeker,486.68764,zaf
2011,15,White,Not economically active,48791.27907,zaf
2011,15,White,Unspecified,0,zaf
2011,15,White,Not applicable,0,zaf
2011,15,Black African,Employed,19280.58111,zaf
2011,15,Black African,Unemployed,55304.72213,zaf
2011,15,Black African,Discouraged work-seeker,18306.53034,zaf
2011,15,Black African,Not economically active,725492.5027,zaf
2011,15,Black African,Unspecified,0,zaf
2011,15,Black African,Not applicable,0,zaf
2011,16,White,Employed,4565.11368,zaf
2011,16,White,Unemployed,2960.25442,zaf
2011,16,White,Discouraged work-seeker,488.31749,zaf
2011,16,White,Not economically active,48782.82319,zaf
2011,16,White,Unspecified,0,zaf
2011,16,White,Not applicable,0,zaf
2011,16,Black African,Employed,21395.33946,zaf
2011,16,Black African,Unemployed,55609.14011,zaf
2011,16,Black African,Discouraged work-seeker,18560.1069,zaf
2011,16,Black African,Not economically active,721081.3669,zaf
2011,16,Black African,Unspecified,0,zaf
2011,16,Black African,Not applicable,0,zaf
2011,17,White,Employed,5616.33338,zaf
2011,17,White,Unemployed,3070.69506,zaf
2011,17,White,Discouraged work-seeker,489.71703,zaf
2011,17,White,Not economically active,46161.27546,zaf
2011,17,White,Unspecified,0,zaf
2011,17,White,Not applicable,0,zaf
2011,17,Black African,Employed,27436.97346,zaf
2011,17,Black African,Unemployed,68360.48635,zaf
2011,17,Black African,Discouraged work-seeker,24394.44631,zaf
2011,17,Black African,Not economically active,720953.7915,zaf
2011,17,Black African,Unspecified,0,zaf
2011,17,Black African,Not applicable,0,zaf
2011,18,White,Employed,8657.0019,zaf
2011,18,White,Unemployed,4061.16496,zaf
2011,18,White,Discouraged work-seeker,657.07215,zaf
2011,18,White,Not economically active,44740.01388,zaf
2011,18,White,Unspecified,0,zaf
2011,18,White,Not applicable,0,zaf
2011,18,Black African,Employed,40470.31644,zaf
2011,18,Black African,Unemployed,98548.87836,zaf
2011,18,Black African,Discouraged work-seeker,35009.41643,zaf
2011,18,Black African,Not economically active,658125.646,zaf
2011,18,Black African,Unspecified,0,zaf
2011,18,Black African,Not applicable,0,zaf
2011,19,White,Employed,17933.31899,zaf
2011,19,White,Unemployed,4985.27388,zaf
2011,19,White,Discouraged work-seeker,802.49201,zaf
2011,19,White,Not economically active,34875.72834,zaf
2011,19,White,Unspecified,0,zaf
2011,19,White,Not applicable,0,zaf
2011,19,Black African,Employed,66775.8756,zaf
2011,19,Black African,Unemployed,146404.5035,zaf
2011,19,Black African,Discouraged work-seeker,50084.16027,zaf
2011,19,Black African,Not economically active,599855.6278,zaf
2011,19,Black African,Unspecified,0,zaf
2011,19,Black African,Not applicable,0,zaf
2011,20,White,Employed,25786.87242,zaf
2011,20,White,Unemployed,5638.93639,zaf
2011,20,White,Discouraged work-seeker,969.6146,zaf
2011,20,White,Not economically active,30445.86348,zaf
2011,20,White,Unspecified,0,zaf
2011,20,White,Not applicable,0,zaf
2011,20,Black African,Employed,111465.6024,zaf
2011,20,Black African,Unemployed,208049.6266,zaf
2011,20,Black African,Discouraged work-seeker,70422.8639,zaf
2011,20,Black African,Not economically active,527411.2679,zaf
2011,20,Black African,Unspecified,0,zaf
2011,20,Black African,Not applicable,0,zaf
2011,21,White,Employed,31016.22564,zaf
2011,21,White,Unemployed,5198.8061,zaf
2011,21,White,Discouraged work-seeker,969.63293,zaf
2011,21,White,Not economically active,27541.44495,zaf
2011,21,White,Unspecified,0,zaf
2011,21,White,Not applicable,0,zaf
2011,21,Black African,Employed,160135.7622,zaf
2011,21,Black African,Unemployed,244130.0058,zaf
2011,21,Black African,Discouraged work-seeker,79962.46878,zaf
2011,21,Black African,Not economically active,459893.2269,zaf
2011,21,Black African,Unspecified,0,zaf
2011,21,Black African,Not applicable,0,zaf
2011,22,White,Employed,35276.69475,zaf
2011,22,White,Unemployed,4732.04946,zaf
2011,22,White,Discouraged work-seeker,792.45643,zaf
2011,22,White,Not economically active,21661.15245,zaf
2011,22,White,Unspecified,0,zaf
2011,22,White,Not applicable,0,zaf
2011,22,Black African,Employed,196617.809,zaf
2011,22,Black African,Unemployed,246130.4694,zaf
2011,22,Black African,Discouraged work-seeker,78536.57381,zaf
2011,22,Black African,Not economically active,359839.4792,zaf
2011,22,Black African,Unspecified,0,zaf
2011,22,Black African,Not applicable,0,zaf
2011,23,White,Employed,40636.8355,zaf
2011,23,White,Unemployed,4178.22179,zaf
2011,23,White,Discouraged work-seeker,685.65704,zaf
2011,23,White,Not economically active,16437.28499,zaf
2011,23,White,Unspecified,0,zaf
2011,23,White,Not applicable,0,zaf
2011,23,Black African,Employed,240892.3654,zaf
2011,23,Black African,Unemployed,249804.9805,zaf
2011,23,Black African,Discouraged work-seeker,80215.33226,zaf
2011,23,Black African,Not economically active,311365.963,zaf
2011,23,Black African,Unspecified,0,zaf
2011,23,Black African,Not applicable,0,zaf
2011,24,White,Employed,44384.72435,zaf
2011,24,White,Unemployed,3730.06958,zaf
2011,24,White,Discouraged work-seeker,610.35524,zaf
2011,24,White,Not economically active,12923.09176,zaf
2011,24,White,Unspecified,0,zaf
2011,24,White,Not applicable,0,zaf
2011,24,Black African,Employed,271914.1809,zaf
2011,24,Black African,Unemployed,238890.4932,zaf
2011,24,Black African,Discouraged work-seeker,75366.95024,zaf
2011,24,Black African,Not economically active,268802.7755,zaf
2011,24,Black African,Unspecified,0,zaf
2011,24,Black African,Not applicable,0,zaf
2011,25,White,Employed,49415.9233,zaf
2011,25,White,Unemployed,3563.82714,zaf
2011,25,White,Discouraged work-seeker,634.69858,zaf
2011,25,White,Not economically active,10880.90924,zaf
2011,25,White,Unspecified,0,zaf
2011,25,White,Not applicable,0,zaf
2011,25,Black African,Employed,311755.9277,zaf
2011,25,Black African,Unemployed,236028.6134,zaf
2011,25,Black African,Discouraged work-seeker,74057.25656,zaf
2011,25,Black African,Not economically active,248511.6209,zaf
2011,25,Black African,Unspecified,0,zaf
2011,25,Black African,Not applicable,0,zaf
2011,26,White,Employed,53670.29718,zaf
2011,26,White,Unemployed,3544.69582,zaf
2011,26,White,Discouraged work-seeker,605.28703,zaf
2011,26,White,Not economically active,10473.77423,zaf
2011,26,White,Unspecified,0,zaf
2011,26,White,Not applicable,0,zaf
2011,26,Black African,Employed,335179.1717,zaf
2011,26,Black African,Unemployed,227491.1747,zaf
2011,26,Black African,Discouraged work-seeker,71445.80578,zaf
2011,26,Black African,Not economically active,235489.1562,zaf
2011,26,Black African,Unspecified,0,zaf
2011,26,Black African,Not applicable,0,zaf
2011,27,White,Employed,53464.53757,zaf
2011,27,White,Unemployed,3238.10309,zaf
2011,27,White,Discouraged work-seeker,657.57053,zaf
2011,27,White,Not economically active,9487.75007,zaf
2011,27,White,Unspecified,0,zaf
2011,27,White,Not applicable,0,zaf
2011,27,Black African,Employed,338169.1708,zaf
2011,27,Black African,Unemployed,207072.2815,zaf
2011,27,Black African,Discouraged work-seeker,65183.15093,zaf
2011,27,Black African,Not economically active,208765.4259,zaf
2011,27,Black African,Unspecified,0,zaf
2011,27,Black African,Not applicable,0,zaf
2011,28,White,Employed,55353.88617,zaf
2011,28,White,Unemployed,2924.4142,zaf
2011,28,White,Discouraged work-seeker,611.38526,zaf
2011,28,White,Not economically active,9591.0668,zaf
2011,28,White,Unspecified,0,zaf
2011,28,White,Not applicable,0,zaf
2011,28,Black African,Employed,348646.7718,zaf
2011,28,Black African,Unemployed,198364.2895,zaf
2011,28,Black African,Discouraged work-seeker,62534.7419,zaf
2011,28,Black African,Not economically active,200808.0009,zaf
2011,28,Black African,Unspecified,0,zaf
2011,28,Black African,Not applicable,0,zaf
2011,29,White,Employed,55031.80708,zaf
2011,29,White,Unemployed,3098.4612,zaf
2011,29,White,Discouraged work-seeker,603.34629,zaf
2011,29,White,Not economically active,9503.66365,zaf
2011,29,White,Unspecified,0,zaf
2011,29,White,Not applicable,0,zaf
2011,29,Black African,Employed,349212.3372,zaf
2011,29,Black African,Unemployed,188563.4165,zaf
2011,29,Black African,Discouraged work-seeker,59064.20743,zaf
2011,29,Black African,Not economically active,190416.266,zaf
2011,29,Black African,Unspecified,0,zaf
2011,29,Black African,Not applicable,0,zaf
2011,30,White,Employed,54607.20006,zaf
2011,30,White,Unemployed,2783.39581,zaf
2011,30,White,Discouraged work-seeker,512.75196,zaf
2011,30,White,Not economically active,9327.40177,zaf
2011,30,White,Unspecified,0,zaf
2011,30,White,Not applicable,0,zaf
2011,30,Black African,Employed,322167.4659,zaf
2011,30,Black African,Unemployed,160331.6503,zaf
2011,30,Black African,Discouraged work-seeker,50768.35762,zaf
2011,30,Black African,Not economically active,164192.2955,zaf
2011,30,Black African,Unspecified,0,zaf
2011,30,Black African,Not applicable,0,zaf
2011,31,White,Employed,53102.07604,zaf
2011,31,White,Unemployed,2653.17005,zaf
2011,31,White,Discouraged work-seeker,563.52484,zaf
2011,31,White,Not economically active,8979.33221,zaf
2011,31,White,Unspecified,0,zaf
2011,31,White,Not applicable,0,zaf
2011,31,Black African,Employed,330719.8299,zaf
2011,31,Black African,Unemployed,159909.3658,zaf
2011,31,Black African,Discouraged work-seeker,51512.51972,zaf
2011,31,Black African,Not economically active,167900.5571,zaf
2011,31,Black African,Unspecified,0,zaf
2011,31,Black African,Not applicable,0,zaf
2011,32,White,Employed,50326.27819,zaf
2011,32,White,Unemployed,2531.5498,zaf
2011,32,White,Discouraged work-seeker,453.43981,zaf
2011,32,White,Not economically active,8463.35874,zaf
2011,32,White,Unspecified,0,zaf
2011,32,White,Not applicable,0,zaf
2011,32,Black African,Employed,311811.3855,zaf
2011,32,Black African,Unemployed,144702.7287,zaf
2011,32,Black African,Discouraged work-seeker,47058.36881,zaf
2011,32,Black African,Not economically active,150947.6581,zaf
2011,32,Black African,Unspecified,0,zaf
2011,32,Black African,Not applicable,0,zaf
2011,33,White,Employed,49477.96434,zaf
2011,33,White,Unemployed,2407.84456,zaf
2011,33,White,Discouraged work-seeker,493.56209,zaf
2011,33,White,Not economically active,8513.31203,zaf
2011,33,White,Unspecified,0,zaf
2011,33,White,Not applicable,0,zaf
2011,33,Black African,Employed,281344.9291,zaf
2011,33,Black African,Unemployed,125635.293,zaf
2011,33,Black African,Discouraged work-seeker,40785.98287,zaf
2011,33,Black African,Not economically active,134176.1427,zaf
2011,33,Black African,Unspecified,0,zaf
2011,33,Black African,Not applicable,0,zaf
2011,34,White,Employed,51738.79781,zaf
2011,34,White,Unemployed,2378.05643,zaf
2011,34,White,Discouraged work-seeker,501.66109,zaf
2011,34,White,Not economically active,8514.63452,zaf
2011,34,White,Unspecified,0,zaf
2011,34,White,Not applicable,0,zaf
2011,34,Black African,Employed,288831.013,zaf
2011,34,Black African,Unemployed,126220.7744,zaf
2011,34,Black African,Discouraged work-seeker,41897.64875,zaf
2011,34,Black African,Not economically active,136763.0718,zaf
2011,34,Black African,Unspecified,0,zaf
2011,34,Black African,Not applicable,0,zaf
2011,35,White,Employed,53165.61957,zaf
2011,35,White,Unemployed,2537.93097,zaf
2011,35,White,Discouraged work-seeker,500.34942,zaf
2011,35,White,Not economically active,9168.9466,zaf
2011,35,White,Unspecified,0,zaf
2011,35,White,Not applicable,0,zaf
2011,35,Black African,Employed,284314.7119,zaf
2011,35,Black African,Unemployed,119431.8544,zaf
2011,35,Black African,Discouraged work-seeker,39994.69026,zaf
2011,35,Black African,Not economically active,133889.7492,zaf
2011,35,Black African,Unspecified,0,zaf
2011,35,Black African,Not applicable,0,zaf
2011,36,White,Employed,55034.9708,zaf
2011,36,White,Unemployed,2455.30875,zaf
2011,36,White,Discouraged work-seeker,561.41492,zaf
2011,36,White,Not economically active,9361.58512,zaf
2011,36,White,Unspecified,0,zaf
2011,36,White,Not applicable,0,zaf
2011,36,Black African,Employed,278134.851,zaf
2011,36,Black African,Unemployed,116356.9198,zaf
2011,36,Black African,Discouraged work-seeker,39062.96609,zaf
2011,36,Black African,Not economically active,132480.5936,zaf
2011,36,Black African,Unspecified,0,zaf
2011,36,Black African,Not applicable,0,zaf
2011,37,White,Employed,55358.6058,zaf
2011,37,White,Unemployed,2572.30163,zaf
2011,37,White,Discouraged work-seeker,517.67532,zaf
2011,37,White,Not economically active,9555.39414,zaf
2011,37,White,Unspecified,0,zaf
2011,37,White,Not applicable,0,zaf
2011,37,Black African,Employed,257558.2878,zaf
2011,37,Black African,Unemployed,104040.9274,zaf
2011,37,Black African,Discouraged work-seeker,35085.55859,zaf
2011,37,Black African,Not economically active,121895.0492,zaf
2011,37,Black African,Unspecified,0,zaf
2011,37,Black African,Not applicable,0,zaf
2011,38,White,Employed,56607.51263,zaf
2011,38,White,Unemployed,2556.99663,zaf
2011,38,White,Discouraged work-seeker,586.2659,zaf
2011,38,White,Not economically active,9582.08221,zaf
2011,38,White,Unspecified,0,zaf
2011,38,White,Not applicable,0,zaf
2011,38,Black African,Employed,253260.6551,zaf
2011,38,Black African,Unemployed,99848.05654,zaf
2011,38,Black African,Discouraged work-seeker,34110.82674,zaf
2011,38,Black African,Not economically active,119114.4144,zaf
2011,38,Black African,Unspecified,0,zaf
2011,38,Black African,Not applicable,0,zaf
2011,39,White,Employed,58855.90135,zaf
2011,39,White,Unemployed,2622.33417,zaf
2011,39,White,Discouraged work-seeker,550.33354,zaf
2011,39,White,Not economically active,10164.92992,zaf
2011,39,White,Unspecified,0,zaf
2011,39,White,Not applicable,0,zaf
2011,39,Black African,Employed,252267.8531,zaf
2011,39,Black African,Unemployed,97482.42488,zaf
2011,39,Black African,Discouraged work-seeker,34498.79773,zaf
2011,39,Black African,Not economically active,121324.9662,zaf
2011,39,Black African,Unspecified,0,zaf
2011,39,Black African,Not applicable,0,zaf
2011,40,White,Employed,61003.06969,zaf
2011,40,White,Unemployed,2807.15489,zaf
2011,40,White,Discouraged work-seeker,583.81052,zaf
2011,40,White,Not economically active,10919.55927,zaf
2011,40,White,Unspecified,0,zaf
2011,40,White,Not applicable,0,zaf
2011,40,Black African,Employed,219870.9836,zaf
2011,40,Black African,Unemployed,78883.98782,zaf
2011,40,Black African,Discouraged work-seeker,27797.2588,zaf
2011,40,Black African,Not economically active,104270.4383,zaf
2011,40,Black African,Unspecified,0,zaf
2011,40,Black African,Not applicable,0,zaf
2011,41,White,Employed,57989.24089,zaf
2011,41,White,Unemployed,2550.38521,zaf
2011,41,White,Discouraged work-seeker,590.35053,zaf
2011,41,White,Not economically active,10283.84492,zaf
2011,41,White,Unspecified,0,zaf
2011,41,White,Not applicable,0,zaf
2011,41,Black African,Employed,240794.9473,zaf
2011,41,Black African,Unemployed,88826.24212,zaf
2011,41,Black African,Discouraged work-seeker,31751.33553,zaf
2011,41,Black African,Not economically active,121644.9304,zaf
2011,41,Black African,Unspecified,0,zaf
2011,41,Black African,Not applicable,0,zaf
2011,42,White,Employed,57845.19701,zaf
2011,42,White,Unemployed,2635.78328,zaf
2011,42,White,Discouraged work-seeker,555.15878,zaf
2011,42,White,Not economically active,10616.37033,zaf
2011,42,White,Unspecified,0,zaf
2011,42,White,Not applicable,0,zaf
2011,42,Black African,Employed,225582.7626,zaf
2011,42,Black African,Unemployed,79482.98193,zaf
2011,42,Black African,Discouraged work-seeker,28934.01645,zaf
2011,42,Black African,Not economically active,115379.657,zaf
2011,42,Black African,Unspecified,0,zaf
2011,42,Black African,Not applicable,0,zaf
2011,43,White,Employed,55021.44667,zaf
2011,43,White,Unemployed,2401.85197,zaf
2011,43,White,Discouraged work-seeker,544.68335,zaf
2011,43,White,Not economically active,10426.2134,zaf
2011,43,White,Unspecified,0,zaf
2011,43,White,Not applicable,0,zaf
2011,43,Black African,Employed,220229.9447,zaf
2011,43,Black African,Unemployed,77311.51144,zaf
2011,43,Black African,Discouraged work-seeker,28018.9047,zaf
2011,43,Black African,Not economically active,115465.8705,zaf
2011,43,Black African,Unspecified,0,zaf
2011,43,Black African,Not applicable,0,zaf
2011,44,White,Employed,51751.31419,zaf
2011,44,White,Unemployed,2223.62061,zaf
2011,44,White,Discouraged work-seeker,506.40283,zaf
2011,44,White,Not economically active,10217.77893,zaf
2011,44,White,Unspecified,0,zaf
2011,44,White,Not applicable,0,zaf
2011,44,Black African,Employed,180242.4496,zaf
2011,44,Black African,Unemployed,61289.94587,zaf
2011,44,Black African,Discouraged work-seeker,22636.14337,zaf
2011,44,Black African,Not economically active,96323.63681,zaf
2011,44,Black African,Unspecified,0,zaf
2011,44,Black African,Not applicable,0,zaf
2011,45,White,Employed,50929.87124,zaf
2011,45,White,Unemployed,2341.27492,zaf
2011,45,White,Discouraged work-seeker,498.93382,zaf
2011,45,White,Not economically active,10527.81898,zaf
2011,45,White,Unspecified,0,zaf
2011,45,White,Not applicable,0,zaf
2011,45,Black African,Employed,187887.4154,zaf
2011,45,Black African,Unemployed,62404.07248,zaf
2011,45,Black African,Discouraged work-seeker,23765.09214,zaf
2011,45,Black African,Not economically active,104550.3543,zaf
2011,45,Black African,Unspecified,0,zaf
2011,45,Black African,Not applicable,0,zaf
2011,46,White,Employed,50980.10567,zaf
2011,46,White,Unemployed,2324.7179,zaf
2011,46,White,Discouraged work-seeker,502.30509,zaf
2011,46,White,Not economically active,10700.08545,zaf
2011,46,White,Unspecified,0,zaf
2011,46,White,Not applicable,0,zaf
2011,46,Black African,Employed,186694.7385,zaf
2011,46,Black African,Unemployed,63302.48608,zaf
2011,46,Black African,Discouraged work-seeker,24182.69362,zaf
2011,46,Black African,Not economically active,111706.4064,zaf
2011,46,Black African,Unspecified,0,zaf
